code,unit,statisticalUnit,description
QS206WA0006,Count,Person,"Can speak, read or write Welsh"
QS207WA0001,Count,Person,All categories: Welsh language skills
QS207WA0002,Count,Person,No skills in Welsh
QS207WA0003,Count,Person,Can understand spoken Welsh only
QS207WA0004,Count,Person,Can speak Welsh: Total
QS207WA0005,Count,Person,Can speak but cannot read or write Welsh
QS207WA0006,Count,Person,Can speak and read but cannot write Welsh
QS207WA0007,Count,Person,"Can speak, read and write Welsh"
QS207WA0008,Count,Person,Can speak and other combinations of skills in Welsh
QS207WA0009,Count,Person,Can read but cannot speak or write Welsh
QS207WA0010,Count,Person,Can read and write but cannot speak Welsh
QS207WA0011,Count,Person,Can write but cannot speak or read Welsh
QS208EW0001,Count,Person,All categories: Religion
QS208EW0002,Count,Person,Christian
QS208EW0003,Count,Person,Buddhist
QS208EW0004,Count,Person,Hindu
QS208EW0005,Count,Person,Jewish
QS208EW0006,Count,Person,Muslim
QS208EW0007,Count,Person,Sikh
QS208EW0008,Count,Person,Other religion
QS208EW0009,Count,Person,No religion
QS208EW0010,Count,Person,Religion not stated
QS210EW0001,Count,Person,All categories: Religion
QS210EW0002,Count,Person,Christian
QS210EW0003,Count,Person,Buddhist
QS210EW0004,Count,Person,Hindu
QS210EW0005,Count,Person,Jewish
QS210EW0006,Count,Person,Muslim (Islam)
QS210EW0007,Count,Person,Sikh
QS210EW0008,Count,Person,Other religion: Total
QS210EW0009,Count,Person,Other religion: Animism
QS210EW0010,Count,Person,Other religion: Baha'i
QS210EW0011,Count,Person,Other religion: Believe in God
QS210EW0012,Count,Person,Other religion: Brahma Kumari
QS210EW0013,Count,Person,Other religion: Chinese Religion
QS210EW0014,Count,Person,Other religion: Church of All Religion
QS210EW0015,Count,Person,Other religion: Confucianist
QS210EW0016,Count,Person,Other religion: Deist
QS210EW0017,Count,Person,Other religion: Druid
QS210EW0018,Count,Person,Other religion: Druze
QS210EW0019,Count,Person,Other religion: Eckankar
QS210EW0020,Count,Person,Other religion: Heathen
QS210EW0021,Count,Person,Other religion: Jain
QS210EW0022,Count,Person,Other religion: Mixed Religion
QS210EW0023,Count,Person,Other religion: Mysticism
QS210EW0024,Count,Person,Other religion: Native American Church
QS210EW0025,Count,Person,Other religion: New Age
QS210EW0026,Count,Person,Other religion: Occult
QS210EW0027,Count,Person,Other religion: Own Belief System
QS210EW0028,Count,Person,Other religion: Pagan
QS210EW0029,Count,Person,Other religion: Pantheism
QS210EW0030,Count,Person,Other religion: Rastafarian
QS210EW0031,Count,Person,Other religion: Ravidassia
QS210EW0032,Count,Person,Other religion: Reconstructionist
QS210EW0033,Count,Person,Other religion: Satanism
QS210EW0034,Count,Person,Other religion: Scientology
QS210EW0035,Count,Person,Other religion: Shamanism
QS210EW0036,Count,Person,Other religion: Shintoism
QS210EW0037,Count,Person,Other religion: Spiritual
QS210EW0038,Count,Person,Other religion: Spiritualist
QS210EW0039,Count,Person,Other religion: Taoist
QS210EW0040,Count,Person,Other religion: Theism
QS210EW0041,Count,Person,Other religion: Thelemite
QS210EW0042,Count,Person,Other religion: Traditional African Religion
QS210EW0043,Count,Person,Other religion: Unification Church
QS210EW0044,Count,Person,Other religion: Universalist
QS210EW0045,Count,Person,Other religion: Vodun
QS210EW0046,Count,Person,Other religion: Wicca
QS210EW0047,Count,Person,Other religion: Witchcraft
QS210EW0048,Count,Person,Other religion: Zoroastrian
QS210EW0049,Count,Person,Other religion: Other religions
QS210EW0050,Count,Person,No religion: Total
QS210EW0051,Count,Person,No religion: No religion
QS210EW0052,Count,Person,No religion: Agnostic
QS210EW0053,Count,Person,No religion: Atheist
QS210EW0054,Count,Person,No religion: Free Thinker
QS210EW0055,Count,Person,No religion: Heavy Metal
QS210EW0056,Count,Person,No religion: Humanist
QS210EW0057,Count,Person,No religion: Jedi Knight
QS210EW0058,Count,Person,No religion: Realist
QS210EW0059,Count,Person,Religion not stated
QS211EW0001,Count,Person,All categories: Ethnic group
QS211EW0002,Count,Person,White: English/Welsh/Scottish/Northern Irish/British
QS211EW0003,Count,Person,White: Irish
QS211EW0004,Count,Person,White: Gypsy or Irish Traveller
QS211EW0005,Count,Person,White: Afghan
QS211EW0006,Count,Person,White: Albanian
QS211EW0007,Count,Person,White: Anglo Indian
QS211EW0008,Count,Person,White: Argentinian
QS211EW0009,Count,Person,White: Australian/New Zealander
QS211EW0010,Count,Person,White: Baltic States
QS211EW0011,Count,Person,White: Bosnian
QS211EW0012,Count,Person,White: Brazilian
QS211EW0013,Count,Person,White: British Asian
QS211EW0014,Count,Person,White: Burmese
QS211EW0015,Count,Person,White: Chilean
QS211EW0016,Count,Person,White: Colombian
QS211EW0017,Count,Person,White: Commonwealth of (Russian) Independent States
QS211EW0018,Count,Person,White: Croatian
QS211EW0019,Count,Person,White: Cuban
QS211EW0020,Count,Person,White: Cypriot (part not stated)
QS211EW0021,Count,Person,White: Ecuadorian
QS211EW0022,Count,Person,White: European Mixed
QS211EW0023,Count,Person,White: Filipino
QS211EW0024,Count,Person,White: Greek
QS211EW0025,Count,Person,White: Greek Cypriot
QS211EW0026,Count,Person,White: Iranian
QS211EW0027,Count,Person,White: Israeli
QS211EW0028,Count,Person,White: Italian
QS211EW0029,Count,Person,White: Japanese
QS211EW0030,Count,Person,White: Kashmiri
QS211EW0031,Count,Person,White: Kosovan
QS211EW0032,Count,Person,White: Kurdish
QS211EW0033,Count,Person,White: Latin/South/Central American
QS211EW0034,Count,Person,White: Malaysian
QS211EW0035,Count,Person,White: Mexican
QS211EW0036,Count,Person,White: Moroccan
QS211EW0037,Count,Person,White: Multi-ethnic islands
QS211EW0038,Count,Person,White: Nepalese (includes Gurkha)
QS211EW0039,Count,Person,White: Nigerian
QS211EW0040,Count,Person,White: North African
QS211EW0041,Count,Person,White: North American
QS211EW0042,Count,Person,White: Other Eastern European
QS211EW0043,Count,Person,White: Other Middle East
QS211EW0044,Count,Person,White: Other Western European
QS211EW0045,Count,Person,White: Peruvian
QS211EW0046,Count,Person,White: Polish
QS211EW0047,Count,Person,White: Polynesia/Micronesia/Melanesia
QS211EW0048,Count,Person,White: Serbian
QS211EW0049,Count,Person,White: Somali
QS211EW0050,Count,Person,White: Somalilander
QS211EW0051,Count,Person,White: Sri Lankan
QS211EW0052,Count,Person,White: Tamil
QS211EW0053,Count,Person,White: Thai
QS211EW0054,Count,Person,White: Turkish
QS211EW0055,Count,Person,White: Turkish Cypriot
QS211EW0056,Count,Person,White: Venezuelan
QS211EW0057,Count,Person,White: Vietnamese
QS211EW0058,Count,Person,White: White African
QS211EW0059,Count,Person,White: White Caribbean
QS211EW0060,Count,Person,White: Any other ethnic group
QS211EW0061,Count,Person,Mixed/multiple ethnic group: White and Black Caribbean
QS211EW0062,Count,Person,Mixed/multiple ethnic group: White and Black African
QS211EW0063,Count,Person,Mixed/multiple ethnic group: White and Asian
QS211EW0064,Count,Person,Mixed/multiple ethnic group: Afghan
QS211EW0065,Count,Person,Mixed/multiple ethnic group: African/Arab
QS211EW0066,Count,Person,Mixed/multiple ethnic group: Albanian
QS211EW0067,Count,Person,Mixed/multiple ethnic group: Anglo Indian
QS211EW0068,Count,Person,Mixed/multiple ethnic group: Australian/New Zealander
QS211EW0069,Count,Person,Mixed/multiple ethnic group: Baltic States
QS211EW0070,Count,Person,Mixed/multiple ethnic group: Black and Asian
QS211EW0071,Count,Person,Mixed/multiple ethnic group: Black and Chinese
QS211EW0072,Count,Person,Mixed/multiple ethnic group: Black and White
QS211EW0073,Count,Person,Mixed/multiple ethnic group: Black British
QS211EW0074,Count,Person,Mixed/multiple ethnic group: Black European
QS211EW0075,Count,Person,Mixed/multiple ethnic group: Black/African American
QS211EW0076,Count,Person,Mixed/multiple ethnic group: Brazilian
QS211EW0077,Count,Person,Mixed/multiple ethnic group: British Asian
QS211EW0078,Count,Person,Mixed/multiple ethnic group: Burmese
QS211EW0079,Count,Person,Mixed/multiple ethnic group: Caribbean Asian
QS211EW0080,Count,Person,Mixed/multiple ethnic group: Chilean
QS211EW0081,Count,Person,Mixed/multiple ethnic group: Chinese and White
QS211EW0082,Count,Person,Mixed/multiple ethnic group: Colombian
QS211EW0083,Count,Person,Mixed/multiple ethnic group: Commonwealth of (Russian) Independent States
QS211EW0084,Count,Person,Mixed/multiple ethnic group: Cuban
QS211EW0085,Count,Person,Mixed/multiple ethnic group: Cypriot (part not stated)
QS211EW0086,Count,Person,Mixed/multiple ethnic group: East African Asian
QS211EW0087,Count,Person,Mixed/multiple ethnic group: Ecuadorian
QS211EW0088,Count,Person,Mixed/multiple ethnic group: European Mixed
QS211EW0089,Count,Person,Mixed/multiple ethnic group: Filipino
QS211EW0090,Count,Person,Mixed/multiple ethnic group: Greek
QS211EW0091,Count,Person,Mixed/multiple ethnic group: Greek Cypriot
QS211EW0092,Count,Person,Mixed/multiple ethnic group: Indonesian
QS211EW0093,Count,Person,Mixed/multiple ethnic group: Iranian
QS211EW0094,Count,Person,Mixed/multiple ethnic group: Israeli
QS211EW0095,Count,Person,Mixed/multiple ethnic group: Italian
QS211EW0096,Count,Person,Mixed/multiple ethnic group: Japanese
QS211EW0097,Count,Person,Mixed/multiple ethnic group: Kashmiri
QS211EW0098,Count,Person,Mixed/multiple ethnic group: Korean
QS211EW0099,Count,Person,Mixed/multiple ethnic group: Kosovan
QS211EW0100,Count,Person,Mixed/multiple ethnic group: Kurdish
QS211EW0101,Count,Person,Mixed/multiple ethnic group: Latin/South/Central American
QS211EW0102,Count,Person,Mixed/multiple ethnic group: Malaysian
QS211EW0103,Count,Person,Mixed/multiple ethnic group: Mexican
QS211EW0104,Count,Person,Mixed/multiple ethnic group: Moroccan
QS211EW0105,Count,Person,Mixed/multiple ethnic group: Multi-ethnic islands
QS211EW0106,Count,Person,Mixed/multiple ethnic group: Nepalese (includes Gurkha)
QS211EW0107,Count,Person,Mixed/multiple ethnic group: Nigerian
QS211EW0108,Count,Person,Mixed/multiple ethnic group: North African
QS211EW0109,Count,Person,Mixed/multiple ethnic group: North American
QS211EW0110,Count,Person,Mixed/multiple ethnic group: Other Eastern European
QS211EW0111,Count,Person,Mixed/multiple ethnic group: Other Middle East
QS211EW0112,Count,Person,Mixed/multiple ethnic group: Other Western European
QS211EW0113,Count,Person,Mixed/multiple ethnic group: Peruvian
QS211EW0114,Count,Person,Mixed/multiple ethnic group: Polish
QS211EW0115,Count,Person,Mixed/multiple ethnic group: Polynesia/Micronesia/Melanesia
QS211EW0116,Count,Person,Mixed/multiple ethnic group: Somali
QS211EW0117,Count,Person,Mixed/multiple ethnic group: South Asian and Chinese
QS211EW0118,Count,Person,Mixed/multiple ethnic group: Sri Lankan
QS211EW0119,Count,Person,Mixed/multiple ethnic group: Tamil
QS211EW0120,Count,Person,Mixed/multiple ethnic group: Thai
QS211EW0121,Count,Person,Mixed/multiple ethnic group: Turkish
QS211EW0122,Count,Person,Mixed/multiple ethnic group: Turkish Cypriot
QS211EW0123,Count,Person,Mixed/multiple ethnic group: Venezuelan
QS211EW0124,Count,Person,Mixed/multiple ethnic group: Vietnamese
QS211EW0125,Count,Person,Mixed/multiple ethnic group: White African
QS211EW0126,Count,Person,Mixed/multiple ethnic group: White and Arab
QS211EW0127,Count,Person,Mixed/multiple ethnic group: White and East Asian
QS211EW0128,Count,Person,Mixed/multiple ethnic group: White and North African or Middle Eastern
QS211EW0129,Count,Person,Mixed/multiple ethnic group: White and South Asian
QS211EW0130,Count,Person,Mixed/multiple ethnic group: White Caribbean
QS211EW0131,Count,Person,Mixed/multiple ethnic group: Any other ethnic group
QS211EW0132,Count,Person,Asian/Asian British: Indian or British Indian
QS211EW0133,Count,Person,Asian/Asian British: Pakistani or British Pakistani
QS211EW0134,Count,Person,"Asian/Asian British: Bangladeshi, British Bangladeshi"
QS211EW0135,Count,Person,Asian/Asian British: Chinese
QS211EW0136,Count,Person,Asian/Asian British: Afghan
QS211EW0137,Count,Person,Asian/Asian British: Anglo Indian
QS211EW0138,Count,Person,Asian/Asian British: British Asian
QS211EW0139,Count,Person,Asian/Asian British: Burmese
QS211EW0140,Count,Person,Asian/Asian British: Cambodia
QS211EW0141,Count,Person,Asian/Asian British: Caribbean Asian
QS211EW0142,Count,Person,Asian/Asian British: Commonwealth of (Russian) Independent States
QS211EW0143,Count,Person,Asian/Asian British: East African Asian
QS211EW0144,Count,Person,Asian/Asian British: European Mixed
QS211EW0145,Count,Person,Asian/Asian British: Filipino
QS211EW0146,Count,Person,Asian/Asian British: Indonesian
QS211EW0147,Count,Person,Asian/Asian British: Iranian
QS211EW0148,Count,Person,Asian/Asian British: Italian
QS211EW0149,Count,Person,Asian/Asian British: Japanese
QS211EW0150,Count,Person,Asian/Asian British: Kashmiri
QS211EW0151,Count,Person,Asian/Asian British: Korean
QS211EW0152,Count,Person,Asian/Asian British: Kurdish
QS211EW0153,Count,Person,Asian/Asian British: Latin/South/Central American
QS211EW0154,Count,Person,Asian/Asian British: Malaysian
QS211EW0155,Count,Person,Asian/Asian British: Multi-ethnic islands
QS211EW0156,Count,Person,Asian/Asian British: Nepalese (includes Gurkha)
QS211EW0157,Count,Person,Asian/Asian British: North American
QS211EW0158,Count,Person,Asian/Asian British: Other Eastern European
QS211EW0159,Count,Person,Asian/Asian British: Other Middle East
QS211EW0160,Count,Person,Asian/Asian British: Other Western European
QS211EW0161,Count,Person,Asian/Asian British: Polynesia/Micronesia/Melanesia
QS211EW0162,Count,Person,Asian/Asian British: Punjabi
QS211EW0163,Count,Person,Asian/Asian British: Sinhalese
QS211EW0164,Count,Person,Asian/Asian British: Somali
QS211EW0165,Count,Person,Asian/Asian British: Sri Lankan
QS211EW0166,Count,Person,Asian/Asian British: Taiwanese
QS211EW0167,Count,Person,Asian/Asian British: Tamil
QS211EW0168,Count,Person,Asian/Asian British: Thai
QS211EW0169,Count,Person,Asian/Asian British: Turkish
QS211EW0170,Count,Person,Asian/Asian British: Turkish Cypriot
QS211EW0171,Count,Person,Asian/Asian British: Vietnamese
QS211EW0172,Count,Person,Asian/Asian British: Any other ethnic group
QS211EW0173,Count,Person,Black/African/Caribbean/Black British: African
QS211EW0174,Count,Person,Black/African/Caribbean/Black British: Caribbean
QS211EW0175,Count,Person,Black/African/Caribbean/Black British: Afghan
QS211EW0176,Count,Person,Black/African/Caribbean/Black British: African/Arab
QS211EW0177,Count,Person,Black/African/Caribbean/Black British: Black British
QS211EW0178,Count,Person,Black/African/Caribbean/Black British: Black European
QS211EW0179,Count,Person,Black/African/Caribbean/Black British: Black/African American
QS211EW0180,Count,Person,Black/African/Caribbean/Black British: Brazilian
QS211EW0181,Count,Person,Black/African/Caribbean/Black British: Caribbean Asian
QS211EW0182,Count,Person,Black/African/Caribbean/Black British: Colombian
QS211EW0183,Count,Person,Black/African/Caribbean/Black British: Cuban
QS211EW0184,Count,Person,Black/African/Caribbean/Black British: European Mixed
QS211EW0185,Count,Person,Black/African/Caribbean/Black British: Filipino
QS211EW0186,Count,Person,Black/African/Caribbean/Black British: Italian
QS211EW0187,Count,Person,Black/African/Caribbean/Black British: Latin/South/Central American
QS211EW0188,Count,Person,Black/African/Caribbean/Black British: Moroccan
QS211EW0189,Count,Person,Black/African/Caribbean/Black British: Multi-ethnic islands
QS211EW0190,Count,Person,Black/African/Caribbean/Black British: Nigerian
QS211EW0191,Count,Person,Black/African/Caribbean/Black British: North African
QS211EW0192,Count,Person,Black/African/Caribbean/Black British: North American
QS211EW0193,Count,Person,Black/African/Caribbean/Black British: Other Western European
QS211EW0194,Count,Person,Black/African/Caribbean/Black British: Polynesia/Micronesia/Melanesia
QS211EW0195,Count,Person,Black/African/Caribbean/Black British: Somali
QS211EW0196,Count,Person,Black/African/Caribbean/Black British: Somalilander
QS211EW0197,Count,Person,Black/African/Caribbean/Black British: Sri Lankan
QS211EW0198,Count,Person,Black/African/Caribbean/Black British: Any other ethnic group
QS211EW0199,Count,Person,Other ethnic group: Arab
QS211EW0200,Count,Person,Other ethnic group: Afghan
QS211EW0201,Count,Person,Other ethnic group: African/Arab
QS211EW0202,Count,Person,Other ethnic group: Albanian
QS211EW0203,Count,Person,Other ethnic group: Anglo Indian
QS211EW0204,Count,Person,Other ethnic group: Australian/New Zealander
QS211EW0205,Count,Person,Other ethnic group: Baltic States
QS211EW0206,Count,Person,Other ethnic group: Bosnian
QS211EW0207,Count,Person,Other ethnic group: Brazilian
QS211EW0208,Count,Person,Other ethnic group: Burmese
QS211EW0209,Count,Person,Other ethnic group: Caribbean Asian
QS211EW0210,Count,Person,Other ethnic group: Chilean
QS211EW0211,Count,Person,Other ethnic group: Colombian
QS211EW0212,Count,Person,Other ethnic group: Commonwealth of (Russian) Independent States
QS211EW0213,Count,Person,Other ethnic group: Cypriot (part not stated)
QS211EW0214,Count,Person,Other ethnic group: Ecuadorian
QS211EW0215,Count,Person,Other ethnic group: European Mixed
QS211EW0216,Count,Person,Other ethnic group: Filipino
QS211EW0217,Count,Person,Other ethnic group: Greek
QS211EW0218,Count,Person,Other ethnic group: Greek Cypriot
QS211EW0219,Count,Person,Other ethnic group: Indonesian
QS211EW0220,Count,Person,Other ethnic group: Iranian
QS211EW0221,Count,Person,Other ethnic group: Israeli
QS211EW0222,Count,Person,Other ethnic group: Italian
QS211EW0223,Count,Person,Other ethnic group: Japanese
QS211EW0224,Count,Person,Other ethnic group: Kashmiri
QS211EW0225,Count,Person,Other ethnic group: Korean
QS211EW0226,Count,Person,Other ethnic group: Kosovan
QS211EW0227,Count,Person,Other ethnic group: Kurdish
QS211EW0228,Count,Person,Other ethnic group: Latin/South/Central American
QS211EW0229,Count,Person,Other ethnic group: Malaysian
QS211EW0230,Count,Person,Other ethnic group: Mexican
QS211EW0231,Count,Person,Other ethnic group: Moroccan
QS211EW0232,Count,Person,Other ethnic group: Multi-ethnic islands
QS211EW0233,Count,Person,Other ethnic group: Nepalese (includes Gurkha)
QS211EW0234,Count,Person,Other ethnic group: North African
QS211EW0235,Count,Person,Other ethnic group: North American
QS211EW0236,Count,Person,Other ethnic group: Other Eastern European
QS211EW0237,Count,Person,Other ethnic group: Other Middle East
QS211EW0238,Count,Person,Other ethnic group: Other Western European
QS211EW0239,Count,Person,Other ethnic group: Peruvian
QS211EW0240,Count,Person,Other ethnic group: Polish
QS211EW0241,Count,Person,Other ethnic group: Polynesia/Micronesia/Melanesia
QS211EW0242,Count,Person,Other ethnic group: Punjabi
QS211EW0243,Count,Person,Other ethnic group: Somali
QS211EW0244,Count,Person,Other ethnic group: Somalilander
QS211EW0245,Count,Person,Other ethnic group: Sri Lankan
QS211EW0246,Count,Person,Other ethnic group: Tamil
QS211EW0247,Count,Person,Other ethnic group: Thai
QS211EW0248,Count,Person,Other ethnic group: Turkish
QS211EW0249,Count,Person,Other ethnic group: Turkish Cypriot
QS211EW0250,Count,Person,Other ethnic group: Vietnamese
QS211EW0251,Count,Person,Other ethnic group: Any other ethnic group
QS301EW0001,Count,Person,All categories: Provision of unpaid care
QS301EW0002,Count,Person,Provides no unpaid care
QS301EW0003,Count,Person,Provides 1 to 19 hours unpaid care a week
QS301EW0004,Count,Person,Provides 20 to 49 hours unpaid care a week
QS301EW0005,Count,Person,Provides 50 or more hours unpaid care a week
QS302EW0001,Count,Person,All categories: General health
QS302EW0002,Count,Person,Very good health
QS302EW0003,Count,Person,Good health
QS302EW0004,Count,Person,Fair health
QS302EW0005,Count,Person,Bad health
QS302EW0006,Count,Person,Very bad health
QS303EW0001,Count,Person,All categories: Long-term health problem or disability
QS303EW0002,Count,Person,Day-to-day activities limited a lot
QS303EW0003,Count,Person,Day-to-day activities limited a little
QS303EW0004,Count,Person,Day-to-day activities not limited
QS401EW0001,Count,Person,All categories: Accommodation type
QS401EW0002,Count,Person,Unshared dwelling: Total
QS401EW0003,Count,Person,Unshared dwelling: Whole house or bungalow: Total
QS401EW0004,Count,Person,Unshared dwelling: Whole house or bungalow: Detached
QS401EW0005,Count,Person,Unshared dwelling: Whole house or bungalow: Semi-detached
QS401EW0006,Count,Person,Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace)
QS401EW0007,Count,Person,"Unshared dwelling: Flat, maisonette or apartment: Total"
QS401EW0008,Count,Person,"Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement"
QS401EW0009,Count,Person,"Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)"
QS401EW0010,Count,Person,"Unshared dwelling: Flat, maisonette or apartment: In commercial building"
QS401EW0011,Count,Person,Unshared dwelling: Caravan or other mobile or temporary structure
QS401EW0012,Count,Person,Shared dwelling
QS402EW0001,Count,Household,All categories: Accommodation type
QS402EW0002,Count,Household,Unshared dwelling: Total
QS402EW0003,Count,Household,Unshared dwelling: Whole house or bungalow: Total
QS402EW0004,Count,Household,Unshared dwelling: Whole house or bungalow: Detached
QS402EW0005,Count,Household,Unshared dwelling: Whole house or bungalow: Semi-detached
QS402EW0006,Count,Household,Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace)
QS402EW0007,Count,Household,"Unshared dwelling: Flat, maisonette or apartment: Total"
QS402EW0008,Count,Household,"Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement"
QS402EW0009,Count,Household,"Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)"
QS402EW0010,Count,Household,"Unshared dwelling: Flat, maisonette or apartment: In commercial building"
QS402EW0011,Count,Household,Unshared dwelling: Caravan or other mobile or temporary structure
QS402EW0012,Count,Household,Shared dwelling
QS403EW0001,Count,Person,All categories: Tenure
QS403EW0002,Count,Person,Owned: Total
QS403EW0003,Count,Person,Owned: Owned outright
QS403EW0004,Count,Person,Owned: Owned with a mortgage or loan
QS403EW0005,Count,Person,Shared ownership (part owned and part rented)
QS403EW0006,Count,Person,Social rented: Total
QS403EW0007,Count,Person,Social rented: Rented from council (Local Authority)
QS403EW0008,Count,Person,Social rented: Other social rented
QS403EW0009,Count,Person,Private rented: Total
QS403EW0010,Count,Person,Private rented: Private landlord or letting agency
QS403EW0011,Count,Person,Private rented: Employer of a household member
QS403EW0012,Count,Person,Private rented: Relative or friend of household member
QS403EW0013,Count,Person,Private rented: Other
QS403EW0014,Count,Person,Living rent free
QS404EW0001,Count,Household,All categories: Tenure
QS404EW0002,Count,Household,Owned
QS404EW0003,Count,Household,Shared ownership (part owned and part rented)
QS404EW0004,Count,Household,Rented from council (Local Authority)
QS404EW0005,Count,Household,Other social rented
QS404EW0006,Count,Household,Private rented
QS404EW0007,Count,Household,Living rent free
QS405EW0001,Count,Household,All categories: Tenure
QS405EW0002,Count,Household,Owned: Total
QS405EW0003,Count,Household,Owned: Owned outright
QS405EW0004,Count,Household,Owned: Owned with a mortgage or loan
QS405EW0005,Count,Household,Shared ownership (part owned and part rented)
QS405EW0006,Count,Household,Social rented: Total
QS405EW0007,Count,Household,Social rented: Rented from council (Local Authority)
QS405EW0008,Count,Household,Social rented: Other social rented
QS405EW0009,Count,Household,Private rented: Total
QS405EW0010,Count,Household,Private rented: Private landlord or letting agency
QS405EW0011,Count,Household,Private rented: Employer of a household member
QS405EW0012,Count,Household,Private rented: Relative or friend of household member
QS405EW0013,Count,Household,Private rented: Other
QS405EW0014,Count,Household,Living rent free
QS406EW0001,Count,Household,All categories: Household size
QS406EW0002,Count,Household,1 person in household
QS406EW0003,Count,Household,2 people in household
QS406EW0004,Count,Household,3 people in household
QS406EW0005,Count,Household,4 people in household
QS406EW0006,Count,Household,5 people in household
QS406EW0007,Count,Household,6 people in household
QS406EW0008,Count,Household,7 people in household
QS406EW0009,Count,Household,8 or more people in household
QS407EW0001,Count,Household,All categories: Number of rooms
QS407EW0002,Count,Household,1 room
QS407EW0003,Count,Household,2 rooms
QS407EW0004,Count,Household,3 rooms
QS407EW0005,Count,Household,4 rooms
QS407EW0006,Count,Household,5 rooms
QS407EW0007,Count,Household,6 rooms
QS407EW0008,Count,Household,7 rooms
QS407EW0009,Count,Household,8 rooms
QS407EW0010,Count,Household,9 or more rooms
QS408EW0001,Count,Household,All categories: Occupancy rating (rooms) 
QS408EW0002,Count,Household,Occupancy rating (rooms) of +2 or more
QS408EW0003,Count,Household,Occupancy rating (rooms) of +1
QS408EW0004,Count,Household,Occupancy rating (rooms) of 0
QS408EW0005,Count,Household,Occupancy rating (rooms) of -1
QS408EW0006,Count,Household,Occupancy rating (rooms) of -2 or less
QS409EW0001,Count,Household,All categories: Number of persons per room in household
QS409EW0002,Count,Household,Up to 0.5 persons per room
QS409EW0003,Count,Household,Over 0.5 and up to 1.0 persons per room
QS409EW0004,Count,Household,Over 1.0 and up to 1.5 persons per room
QS409EW0005,Count,Household,Over 1.5 persons per room
QS410EW0001,Count,Person,All categories: Number of persons per room in household
QS410EW0002,Count,Person,Up to 0.5 persons per room
QS410EW0003,Count,Person,Over 0.5 and up to 1.0 persons per room
QS410EW0004,Count,Person,Over 1.0 and up to 1.5 persons per room
QS410EW0005,Count,Person,Over 1.5 persons per room
QS411EW0001,Count,Household,All categories: Number of bedrooms
QS411EW0002,Count,Household,No bedrooms
QS411EW0003,Count,Household,1 bedroom
QS411EW0004,Count,Household,2 bedrooms
QS411EW0005,Count,Household,3 bedrooms
QS411EW0006,Count,Household,4 bedrooms
QS411EW0007,Count,Household,5 or more bedrooms
QS412EW0001,Count,Household,All categories: Occupancy rating bedrooms
QS412EW0002,Count,Household,Occupancy rating (bedrooms) of +2 or more
QS412EW0003,Count,Household,Occupancy rating (bedrooms) of +1
QS412EW0004,Count,Household,Occupancy rating (bedrooms) of 0
QS412EW0005,Count,Household,Occupancy rating (bedrooms) of -1
QS412EW0006,Count,Household,Occupancy rating (bedrooms) of -2 or less
QS413EW0001,Count,Household,All categories: Number of persons per bedroom in household
QS413EW0002,Count,Household,Up to 0.5 persons per bedroom
QS413EW0003,Count,Household,Over 0.5 and up to 1.0 persons per bedroom
QS413EW0004,Count,Household,Over 1.0 and up to 1.5 persons per bedroom
QS413EW0005,Count,Household,Over 1.5 persons per bedroom
QS414EW0001,Count,Person,All categories: Number of persons per bedroom in household
QS414EW0002,Count,Person,Up to 0.5 persons per bedroom
QS414EW0003,Count,Person,Over 0.5 and up to 1.0 persons per bedroom
QS414EW0004,Count,Person,Over 1.0 and up to 1.5 persons per bedroom
QS414EW0005,Count,Person,Over 1.5 persons per bedroom
QS415EW0001,Count,Household,All categories: Type of central heating in household
QS415EW0002,Count,Household,No central heating 
QS415EW0003,Count,Household,Gas central heating
QS415EW0004,Count,Household,Electric (including storage heaters) central heating
QS415EW0005,Count,Household,Oil central heating
QS415EW0006,Count,Household,"Solid fuel (for example wood, coal) central heating"
QS415EW0007,Count,Household,Other central heating
QS415EW0008,Count,Household,Two or more types of central heating
QS416EW0001,Count,Households,All categories: Car or van availability
QS416EW0002,Count,Households,No cars or vans in household
QS416EW0003,Count,Households,1 car or van in household
QS416EW0004,Count,Households,2 cars or vans in household
QS416EW0005,Count,Households,3 cars or vans in household
QS416EW0006,Count,Households,4 or more cars or vans in household
QS416EW0007,Sum,All cars or vans in the area,All categories: Car or van availability
QS417EW0001,Count,Household,All categories: Household spaces
QS417EW0002,Count,Household,Household spaces with at least one usual resident
QS417EW0003,Count,Household,Household spaces with no usual residents
QS418EW0001,Count,Dwelling,All categories: Dwelling type
QS418EW0002,Count,Dwelling,Unshared dwelling
QS418EW0003,Count,Dwelling,Shared dwelling
QS419EW0001,Count,Person,All categories: Position in communal establishment
QS419EW0002,Count,Person,Resident
QS419EW0003,Count,Person,Staff or owner
QS419EW0004,Count,Person,Family member or partner of staff or owner
QS420EW0001,Count,Communal establishment,All categories: Communal establishment management and type
QS420EW0002,Count,Communal establishment,Medical and care establishment: Total
QS420EW0003,Count,Communal establishment,Medical and care establishment: NHS: Total
